Location,Area,Baths,Beds,Dining Room,Laundry Room,Store Rooms,Kitchens,Drawing Room,Gym,Powder Room,Steam Room,No additional rooms,Prayer Rooms,Lounge or Sitting Room,Price
"Cantt, Karachi, Sindh",500 Sq. Yd.,5,5,1,0,0,1,1,0,0,0,0,0,1,PKR9.15 Crore
"Cantt, Karachi, Sindh",500 Sq. Yd.,5,5,1,0,0,1,1,0,0,0,0,0,1,PKR8.55 Crore
"Cantt, Karachi, Sindh",427 Sq. Yd.,5,5,1,0,0,1,1,0,0,0,0,0,1,PKR9 Crore
"Cantt, Karachi, Sindh",427 Sq. Yd.,5,5,1,0,0,1,1,0,0,0,0,0,1,PKR9.5 Crore
"Malir, Karachi, Sindh",350 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR8 Crore
"Malir, Karachi, Sindh",350 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.9 Crore
"Malir, Karachi, Sindh",350 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.75 Crore
"Malir, Karachi, Sindh",350 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.6 Crore
"Malir, Karachi, Sindh",350 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR9 Crore
"Malir, Karachi, Sindh",500 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR10.8 Crore
"Bahria Town Karachi, Karachi, Sindh",125 Sq. Yd.,4,3,1,1,1,1,1,0,0,0,0,0,1,PKR1 Crore
"Malir, Karachi, Sindh",350 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR7.75 Crore
"Clifton, Karachi, Sindh",250 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR6.95 Crore
"Scheme 33, Karachi, Sindh",400 Sq. Yd.,8,6,1,0,2,2,1,0,0,0,0,0,0,PKR6.9 Crore
"Defence View Society, Karachi, Sindh",300 Sq. Yd.,6,10,0,0,0,0,0,0,0,0,0,0,0,PKR11 Crore
"Scheme 33, Karachi, Sindh",200 Sq. Yd.,6,6,1,0,0,1,1,0,0,0,0,0,0,PKR4.35 Crore
"Malir, Karachi, Sindh",500 Sq. Yd.,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR11.75 Crore
"Gulshan-e-Iqbal Town, Karachi, Sindh",240 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR7.5 Crore
"DHA Defence, Karachi, Sindh",100 Sq. Yd.,4,4,1,1,1,1,1,0,1,0,0,1,1,PKR5.9 Crore
"Scheme 33, Karachi, Sindh",240 Sq. Yd.,6,6,1,0,0,2,1,0,0,0,0,0,1,PKR4.53 Crore
"DHA Defence, Karachi, Sindh",666 Sq. Yd.,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR14.5 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,-,5,0,0,0,0,0,0,0,0,1,0,0,PKR10.5 Crore
"Bahria Town Karachi, Karachi, Sindh",350 Sq. Yd.,4,4,0,0,0,0,0,0,0,0,1,0,0,PKR1.8 Crore
"Bahria Town Karachi, Karachi, Sindh",235 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR1.38 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,6,1,1,2,2,1,0,1,0,0,1,0,PKR7 Crore
"DHA Defence, Karachi, Sindh","1,000 Sq. Yd.",5,5,0,0,0,0,0,0,0,0,1,0,0,PKR14 Crore
"Gulistan-e-Jauhar, Karachi, Sindh",120 Sq. Yd.,6,5,1,1,1,2,1,0,0,0,0,0,1,PKR2.55 Crore
"DHA Defence, Karachi, Sindh",100 Sq. Yd.,4,3,1,1,1,1,1,1,1,1,0,1,1,PKR4.4 Crore
"Gulshan-e-Iqbal Town, Karachi, Sindh",400 Sq. Yd.,6,8,1,1,1,2,1,1,1,1,0,1,1,PKR8 Crore
"Malir, Karachi, Sindh",500 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR10.8 Crore
"Malir, Karachi, Sindh",500 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR10.5 Crore
"Malir, Karachi, Sindh",350 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR9 Crore
"Bahria Town Karachi, Karachi, Sindh",235 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR1.4 Crore
"Bahria Town Karachi, Karachi, Sindh",125 Sq. Yd.,4,3,1,1,1,1,1,0,0,0,0,0,1,PKR1.3 Crore
"Bahria Town Karachi, Karachi, Sindh",152 Sq. Yd.,4,3,1,1,1,1,1,1,1,1,0,1,1,PKR1.6 Crore
"Scheme 33, Karachi, Sindh",400 Sq. Yd.,8,7,1,1,0,2,0,0,1,0,0,0,1,PKR5.7 Crore
"Jamshed Town, Karachi, Sindh",244 Sq. Yd.,5,4,1,1,1,1,1,0,0,0,0,0,0,PKR3.85 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,-,6,0,0,0,0,0,0,0,0,1,0,0,PKR21 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,5,4,0,0,0,0,0,0,0,0,1,0,0,PKR9.75 Crore
"North Nazimabad, Karachi, Sindh",200 Sq. Yd.,6,6,0,0,0,2,0,0,0,0,0,0,0,PKR6 Crore
"Scheme 33, Karachi, Sindh",160 Sq. Yd.,5,5,1,0,0,3,1,0,0,0,0,0,0,PKR3.6 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,5,1,0,1,2,1,0,1,0,0,1,1,PKR11 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,6,1,1,1,1,1,1,1,0,0,1,1,PKR14 Crore
"DHA Defence, Karachi, Sindh",100 Sq. Yd.,5,4,0,0,0,0,0,0,0,0,1,0,0,PKR4.15 Crore
"Cantt, Karachi, Sindh",550 Sq. Yd.,4,4,0,0,0,0,0,0,0,0,1,0,0,PKR8.6 Crore
"Scheme 33, Karachi, Sindh",240 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR5 Crore
"Scheme 33, Karachi, Sindh",120 Sq. Yd.,2,2,0,0,0,0,0,0,0,0,1,0,0,PKR2.8 Crore
"Bahria Town Karachi, Karachi, Sindh",235 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR1.35 Crore
"Bahria Town Karachi, Karachi, Sindh",125 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR1.4 Crore
"Naya Nazimabad, Karachi, Sindh",120 Sq. Yd.,4,4,1,1,0,1,1,0,0,0,0,0,1,PKR3 Crore
"Scheme 33, Karachi, Sindh",120 Sq. Yd.,4,5,1,0,0,1,1,1,0,0,0,0,0,PKR2.1 Crore
"Malir, Karachi, Sindh",500 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR9.5 Crore
"North Nazimabad, Karachi, Sindh",500 Sq. Yd.,6,6,0,0,0,2,0,0,0,0,0,0,0,PKR14 Crore
"Gadap Town, Karachi, Sindh",400 Sq. Yd.,8,6,1,0,0,2,1,0,0,0,0,0,1,PKR5.75 Crore
"DHA Defence, Karachi, Sindh",660 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,1,0,0,PKR20.75 Crore
"Korangi, Karachi, Sindh",80 Sq. Yd.,6,7,0,0,6,4,0,0,0,0,0,0,0,PKR2.1 Crore
"Malir, Karachi, Sindh",56 Sq. Yd.,2,5,0,0,0,0,0,0,0,0,0,0,0,PKR70 Lakh
"Malir, Karachi, Sindh",100 Sq. Yd.,-,-,1,1,0,2,1,0,0,0,0,0,1,PKR2.05 Crore
"Malir, Karachi, Sindh",120 Sq. Yd.,6,6,0,0,4,3,0,0,0,0,0,0,0,PKR3.05 Crore
"Malir, Karachi, Sindh",100 Sq. Yd.,5,4,1,1,1,2,1,0,0,0,0,0,1,PKR2.2 Crore
"Bahria Town Karachi, Karachi, Sindh",152 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,0,0,0,PKR1.65 Crore
"Bahria Town Karachi, Karachi, Sindh",152 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,0,0,0,PKR1.4 Crore
"Federal B Area, Karachi, Sindh",400 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR9.75 Crore
"Federal B Area, Karachi, Sindh",400 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR9.7 Crore
"Scheme 33, Karachi, Sindh",240 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR3.8 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,-,-,0,0,0,0,0,0,0,0,1,0,0,PKR13 Crore
"Gadap Town, Karachi, Sindh",80 Sq. Yd.,4,4,0,0,0,0,0,0,0,0,1,0,0,PKR1.2 Crore
"Gadap Town, Karachi, Sindh",120 Sq. Yd.,3,2,0,0,0,0,0,0,0,0,1,0,0,PKR70 Lakh
"Malir, Karachi, Sindh",120 Sq. Yd.,4,5,0,0,0,0,0,0,0,0,1,0,0,PKR81 Lakh
"Federal B Area, Karachi, Sindh",110 Sq. Yd.,4,4,0,0,0,0,0,0,0,0,1,0,0,PKR1.5 Crore
"Scheme 33, Karachi, Sindh",120 Sq. Yd.,6,4,0,0,0,0,0,0,0,0,1,0,0,PKR1.8 Crore
"Gulistan-e-Jauhar, Karachi, Sindh",240 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR6 Crore
"Bahria Town Karachi, Karachi, Sindh",250 Sq. Yd.,4,4,1,0,1,1,1,0,0,0,0,0,1,PKR3.05 Crore
"Bahria Town Karachi, Karachi, Sindh",152 Sq. Yd.,3,3,1,0,1,1,1,0,0,0,0,0,1,PKR1.58 Crore
"Gadap Town, Karachi, Sindh",240 Sq. Yd.,8,6,1,0,0,2,1,0,0,0,0,0,1,PKR3.75 Crore
"Gadap Town, Karachi, Sindh",120 Sq. Yd.,5,4,0,0,0,2,1,0,0,0,0,0,1,PKR1.75 Crore
"Malir, Karachi, Sindh",350 Sq. Yd.,4,4,0,0,0,0,0,0,0,0,0,0,0,PKR9.2 Crore
"DHA Defence, Karachi, Sindh",280 Sq. Yd.,5,3,1,1,1,2,1,0,0,0,0,0,1,PKR5.5 Crore
"Scheme 33, Karachi, Sindh",120 Sq. Yd.,5,4,0,0,0,0,0,0,0,0,0,0,0,PKR2.4 Crore
"Bahria Town Karachi, Karachi, Sindh",152 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,0,0,0,PKR1.35 Crore
"Bahria Town Karachi, Karachi, Sindh",200 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,0,0,0,PKR2.2 Crore
"Bahria Town Karachi, Karachi, Sindh",200 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,0,0,0,PKR1.6 Crore
"Bahria Town Karachi, Karachi, Sindh",200 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,0,0,0,PKR1.7 Crore
"Bahria Town Karachi, Karachi, Sindh",200 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,0,0,0,PKR1.55 Crore
"Bahria Town Karachi, Karachi, Sindh",200 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,0,0,0,PKR1.3 Crore
"Bahria Town Karachi, Karachi, Sindh",350 Sq. Yd.,4,4,0,0,0,0,0,0,0,0,0,0,0,PKR2 Crore
"Bahria Town Karachi, Karachi, Sindh",500 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR4.25 Crore
"Malir, Karachi, Sindh",400 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR9 Crore
"Gulshan-e-Iqbal Town, Karachi, Sindh",200 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR5.3 Crore
"Bahria Town Karachi, Karachi, Sindh",272 Sq. Yd.,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR3.9 Crore
"Scheme 33, Karachi, Sindh",120 Sq. Yd.,5,4,0,0,0,0,0,0,0,0,1,0,0,PKR2.6 Crore
"Malir, Karachi, Sindh",500 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,1,0,0,PKR12.5 Crore
"DHA Defence, Karachi, Sindh",600 Sq. Yd.,-,6,0,0,0,0,0,0,0,0,1,0,0,PKR11 Crore
"DHA Defence, Karachi, Sindh",600 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR18.5 Crore
"Malir, Karachi, Sindh",120 Sq. Yd.,2,2,0,0,0,0,0,0,0,0,1,0,0,PKR1.85 Crore
"Cantt, Karachi, Sindh",375 Sq. Yd.,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR7.35 Crore
"Malir, Karachi, Sindh",350 Sq. Yd.,5,4,0,0,0,0,0,0,0,0,1,0,0,PKR9.75 Crore
"Malir, Karachi, Sindh",350 Sq. Yd.,5,4,1,1,1,1,0,0,0,0,0,0,1,PKR9 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,6,1,1,1,2,1,1,1,1,0,1,1,PKR13.5 Crore
"Scheme 33, Karachi, Sindh",120 Sq. Yd.,5,4,1,0,1,2,1,1,0,0,0,0,0,PKR1.85 Crore
"Gadap Town, Karachi, Sindh",80 Sq. Yd.,3,3,0,0,0,2,1,0,0,0,0,0,1,PKR1.15 Crore
"Scheme 33, Karachi, Sindh",200 Sq. Yd.,6,6,1,0,0,2,1,0,0,0,0,0,0,PKR4.15 Crore
"Scheme 33, Karachi, Sindh",300 Sq. Yd.,6,6,1,0,2,2,1,0,1,0,0,0,1,PKR4.49 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,1,0,0,PKR10.25 Crore
"Malir, Karachi, Sindh",100 Sq. Yd.,4,4,1,0,0,0,1,0,0,0,0,0,1,PKR1.95 Crore
"Malir, Karachi, Sindh",133 Sq. Yd.,5,4,0,0,0,2,0,0,0,0,0,0,0,PKR2.6 Crore
"Bahria Town Karachi, Karachi, Sindh",500 Sq. Yd.,5,5,1,1,1,2,1,0,1,0,0,1,1,PKR4 Crore
"Gulistan-e-Jauhar, Karachi, Sindh",240 Sq. Yd.,6,8,0,0,0,0,0,0,0,0,0,0,0,PKR5.7 Crore
"Bahria Town Karachi, Karachi, Sindh",350 Sq. Yd.,4,4,1,1,1,1,1,0,1,0,0,1,1,PKR2 Crore
"Bahria Town Karachi, Karachi, Sindh",235 Sq. Yd.,3,3,1,1,1,1,1,0,1,0,0,1,1,PKR1.6 Crore
"Bahria Town Karachi, Karachi, Sindh",272 Sq. Yd.,5,5,1,1,1,1,1,0,1,0,0,1,1,PKR3.25 Crore
"DHA Defence, Karachi, Sindh",244 Sq. Yd.,3,3,0,0,1,2,0,0,0,0,0,0,0,PKR5.75 Crore
"Gulshan-e-Iqbal Town, Karachi, Sindh",400 Sq. Yd.,6,10,0,0,0,0,0,0,0,0,1,0,0,PKR6.8 Crore
"Gulistan-e-Jauhar, Karachi, Sindh",120 Sq. Yd.,4,4,0,0,0,0,0,0,0,0,1,0,0,PKR1.6 Crore
"Scheme 33, Karachi, Sindh",120 Sq. Yd.,6,4,0,0,0,0,0,0,0,0,1,0,0,PKR2.25 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,5,-,0,0,0,0,0,0,0,0,1,0,0,PKR21 Crore
"Gulistan-e-Jauhar, Karachi, Sindh",600 Sq. Yd.,6,7,0,0,0,0,0,0,0,0,1,0,0,PKR6.95 Crore
"Naya Nazimabad, Karachi, Sindh",240 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR4.7 Crore
"North Karachi, Karachi, Sindh",120 Sq. Yd.,4,4,0,0,0,0,0,0,0,0,1,0,0,PKR3.25 Crore
"Gadap Town, Karachi, Sindh",240 Sq. Yd.,4,3,0,0,0,0,0,0,0,0,1,0,0,PKR2.5 Crore
"North Karachi, Karachi, Sindh",120 Sq. Yd.,5,4,1,1,1,2,1,1,1,1,0,1,1,PKR3.2 Crore
"North Nazimabad, Karachi, Sindh",400 Sq. Yd.,4,4,1,1,1,1,1,1,1,1,0,1,1,PKR5.5 Crore
"DHA Defence, Karachi, Sindh","1,000 Sq. Yd.",6,7,1,1,2,3,1,1,1,1,0,1,1,PKR27 Crore
"DHA Defence, Karachi, Sindh",100 Sq. Yd.,4,4,1,1,0,0,1,1,0,1,0,1,1,PKR3.85 Crore
"North Karachi, Karachi, Sindh",240 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,1,0,0,PKR3.25 Crore
"Malir, Karachi, Sindh",350 Sq. Yd.,5,4,0,0,1,1,0,0,0,0,0,0,0,PKR8 Crore
"Scheme 33, Karachi, Sindh",240 Sq. Yd.,4,3,0,0,0,0,0,0,0,0,1,0,0,PKR2.7 Crore
"Scheme 33, Karachi, Sindh",120 Sq. Yd.,6,4,0,0,0,0,0,0,0,0,1,0,0,PKR2 Crore
"Scheme 33, Karachi, Sindh",120 Sq. Yd.,6,4,0,0,0,0,0,0,0,0,1,0,0,PKR1.65 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,-,-,0,0,1,2,0,0,0,0,0,0,0,PKR17.5 Crore
"Navy Housing Scheme Karsaz, Karachi, Sindh",350 Sq. Yd.,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR15 Crore
"Navy Housing Scheme Karsaz, Karachi, Sindh",350 Sq. Yd.,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR13.25 Crore
"Navy Housing Scheme Karsaz, Karachi, Sindh",350 Sq. Yd.,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR14.5 Crore
"Navy Housing Scheme Karsaz, Karachi, Sindh",350 Sq. Yd.,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR12 Crore
"Navy Housing Scheme Karsaz, Karachi, Sindh",350 Sq. Yd.,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR10.5 Crore
"Navy Housing Scheme Karsaz, Karachi, Sindh",500 Sq. Yd.,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR28 Crore
"Navy Housing Scheme Karsaz, Karachi, Sindh",350 Sq. Yd.,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR15 Crore
"North Nazimabad, Karachi, Sindh",425 Sq. Yd.,4,4,1,1,0,0,1,1,1,1,0,1,1,PKR5.65 Crore
"Korangi, Karachi, Sindh",100 Sq. Yd.,6,5,0,0,1,2,0,0,0,0,0,0,0,PKR78 Lakh
"North Nazimabad, Karachi, Sindh",256 Sq. Yd.,6,6,1,1,1,2,1,1,1,1,0,1,1,PKR5.25 Crore
"North Nazimabad, Karachi, Sindh",600 Sq. Yd.,6,6,1,1,1,1,1,1,1,1,0,1,1,PKR7.5 Crore
"Gulshan-e-Iqbal Town, Karachi, Sindh",300 Sq. Yd.,4,4,1,0,0,1,1,0,0,0,0,0,1,PKR10.5 Crore
"Gulistan-e-Jauhar, Karachi, Sindh",120 Sq. Yd.,4,4,1,1,1,2,1,0,0,0,0,1,1,PKR2.5 Crore
"Malir, Karachi, Sindh",120 Sq. Yd.,3,3,0,0,0,0,0,0,0,0,0,0,0,PKR2.2 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR16.5 Crore
"North Karachi, Karachi, Sindh",288 Sq. Yd.,6,8,0,0,0,0,0,0,0,0,1,0,0,PKR3.7 Crore
"Hill Park, Karachi, Sindh",300 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,1,0,0,PKR14 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,6,1,1,1,2,1,1,1,1,0,1,1,PKR11.5 Crore
"DHA Defence, Karachi, Sindh",600 Sq. Yd.,6,9,1,1,2,3,1,1,1,1,0,1,1,PKR12 Crore
"Scheme 33, Karachi, Sindh",240 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR3 Crore
"Scheme 33, Karachi, Sindh",120 Sq. Yd.,2,2,0,0,0,0,0,0,0,0,1,0,0,PKR1.35 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,5,5,1,1,1,1,1,0,0,0,0,0,0,PKR13 Crore
"Bahria Town Karachi, Karachi, Sindh",152 Sq. Yd.,3,3,0,0,1,1,0,0,0,0,0,0,0,PKR1.55 Crore
"Bahria Town Karachi, Karachi, Sindh",152 Sq. Yd.,3,3,0,0,1,1,0,0,0,0,0,0,0,PKR1.4 Crore
"Navy Housing Scheme Karsaz, Karachi, Sindh",500 Sq. Yd.,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR28 Crore
"Navy Housing Scheme Karsaz, Karachi, Sindh",350 Sq. Yd.,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR11.5 Crore
"Bahria Town Karachi, Karachi, Sindh",125 Sq. Yd.,3,3,1,1,1,1,1,0,1,0,0,1,1,PKR1.4 Crore
"Federal B Area, Karachi, Sindh",400 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,0,0,0,PKR7.5 Crore
"Federal B Area, Karachi, Sindh",600 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,0,0,0,PKR9.5 Crore
"Federal B Area, Karachi, Sindh",200 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,0,0,0,PKR5 Crore
"Federal B Area, Karachi, Sindh",400 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,0,0,0,PKR9.5 Crore
"Federal B Area, Karachi, Sindh",600 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR15 Crore
"Gulshan-e-Iqbal Town, Karachi, Sindh",291 Sq. Yd.,-,-,0,0,0,0,0,0,0,0,1,0,0,PKR10 Crore
"DHA Defence, Karachi, Sindh","1,000 Sq. Yd.",6,6,0,0,0,0,0,0,0,0,1,0,0,PKR39 Crore
"Scheme 33, Karachi, Sindh",120 Sq. Yd.,5,4,0,0,0,0,0,0,0,0,1,0,0,PKR1.95 Crore
"DHA Defence, Karachi, Sindh","2,000 Sq. Yd.",-,7,1,0,1,2,1,0,1,0,0,0,1,PKR50 Crore
"Gulshan-e-Iqbal Town, Karachi, Sindh",240 Sq. Yd.,6,7,1,1,1,3,1,0,0,0,0,0,1,PKR5.35 Crore
"North Karachi, Karachi, Sindh",120 Sq. Yd.,4,4,0,0,0,0,0,0,0,0,1,0,0,PKR2.2 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,5,5,1,1,1,2,1,0,1,0,0,1,1,PKR11.5 Crore
"Tipu Sultan Road, Karachi, Sindh",325 Sq. Yd.,6,6,1,1,2,2,1,1,1,1,0,1,1,PKR13.5 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR14 Crore
"Gadap Town, Karachi, Sindh",200 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,1,0,0,PKR3.5 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,6,1,0,2,2,1,0,0,0,0,0,0,PKR16 Crore
"Bahria Town Karachi, Karachi, Sindh",125 Sq. Yd.,4,3,1,1,1,1,1,1,1,1,0,1,1,PKR1.35 Crore
"Gulistan-e-Jauhar, Karachi, Sindh",450 Sq. Yd.,7,7,1,0,1,2,1,0,0,0,0,0,0,PKR7.5 Crore
"Gulistan-e-Jauhar, Karachi, Sindh",382 Sq. Yd.,-,11,1,0,0,1,1,0,1,0,0,0,0,PKR13.85 Crore
"Gulshan-e-Iqbal Town, Karachi, Sindh",300 Sq. Yd.,6,5,0,0,0,0,0,0,0,0,0,0,0,PKR5.35 Crore
"DHA Defence, Karachi, Sindh",700 Sq. Yd.,6,5,1,0,2,2,1,0,1,0,0,0,1,PKR14 Crore
"Gadap Town, Karachi, Sindh",200 Sq. Yd.,6,5,0,0,0,0,1,0,1,0,0,0,0,PKR2.6 Crore
"Federal B Area, Karachi, Sindh",600 Sq. Yd.,5,5,0,0,0,0,0,0,0,0,0,0,0,PKR13.25 Crore
"Federal B Area, Karachi, Sindh",800 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,0,0,0,PKR15 Crore
"Federal B Area, Karachi, Sindh",600 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,0,0,0,PKR10 Crore
"Federal B Area, Karachi, Sindh",600 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,0,0,0,PKR9.25 Crore
"Federal B Area, Karachi, Sindh",600 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,0,0,0,PKR9.5 Crore
"Federal B Area, Karachi, Sindh",590 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,0,0,0,PKR10 Crore
"Federal B Area, Karachi, Sindh",400 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,0,0,0,PKR7.25 Crore
"Federal B Area, Karachi, Sindh",400 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,0,0,0,PKR7.5 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,6,0,0,1,1,0,0,0,0,0,0,0,PKR13.5 Crore
"Malir, Karachi, Sindh",500 Sq. Yd.,6,5,0,0,0,0,0,0,0,0,1,0,0,PKR14.25 Crore
"Bahria Town Karachi, Karachi, Sindh",565 Sq. Yd.,6,6,1,0,1,2,1,0,0,0,0,0,1,PKR7.25 Crore
"Gulistan-e-Jauhar, Karachi, Sindh",500 Sq. Yd.,5,5,1,1,1,1,1,0,1,0,0,0,1,PKR15 Crore
"Navy Housing Scheme Karsaz, Karachi, Sindh",350 Sq. Yd.,5,5,1,1,2,1,1,0,0,0,0,0,1,PKR15 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,6,6,1,1,1,2,1,0,1,0,0,1,1,PKR16 Crore
"Malir, Karachi, Sindh",500 Sq. Yd.,5,5,1,0,1,1,1,0,0,0,0,0,1,PKR9.5 Crore
"Naya Nazimabad, Karachi, Sindh",120 Sq. Yd.,2,3,0,0,0,1,0,0,0,0,0,0,0,PKR2.1 Crore
"Nazimabad, Karachi, Sindh",110 Sq. Yd.,3,3,1,1,0,1,1,1,1,1,0,1,1,PKR1.1 Crore
"North Nazimabad, Karachi, Sindh",256 Sq. Yd.,6,8,0,0,0,0,0,0,0,0,1,0,0,PKR6.25 Crore
"Bahria Town Karachi, Karachi, Sindh",510 Sq. Yd.,6,7,1,1,2,1,1,1,1,1,0,1,1,PKR7 Crore
"DHA Defence, Karachi, Sindh","2,000 Sq. Yd.",6,11,1,1,1,1,1,0,1,0,0,0,1,PKR38 Crore
"Guru Mandir Chorangi, Karachi, Sindh",150 Sq. Yd.,3,3,1,0,0,1,1,0,0,0,0,0,0,PKR2 Crore
"Gadap Town, Karachi, Sindh",200 Sq. Yd.,6,6,1,1,1,2,1,0,1,1,0,0,1,PKR3.5 Crore
"DHA Defence, Karachi, Sindh","1,000 Sq. Yd.",5,5,1,0,1,1,1,0,0,0,0,0,1,PKR18 Crore
"DHA Defence, Karachi, Sindh",500 Sq. Yd.,5,5,1,1,1,1,1,0,1,0,0,1,1,PKR15.5 Crore
"Gulistan-e-Jauhar, Karachi, Sindh",100 Sq. Yd.,4,4,0,0,0,0,0,0,0,0,0,0,0,PKR1.6 Crore
"Federal B Area, Karachi, Sindh",400 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,0,0,0,PKR7.25 Crore
"Federal B Area, Karachi, Sindh",200 Sq. Yd.,6,6,0,0,0,0,0,0,0,0,0,0,0,PKR3.25 Crore
"Gulshan-e-Iqbal Town, Karachi, Sindh",305 Sq. Yd.,5,5,1,1,1,2,1,1,1,1,0,1,1,PKR10.25 Crore
